ticker,ticker_slug,p_latest,ic_full,ic_pvalue,gap_signed,gap_abs,ic_degenerate,te_3m,e_alpha_3m_log,test_acc,test_period_start,test_period_end,n_test_samples,status,refresh_decision,reliability_tag,warnings
CAH,CAH,0.5156496824082728,0.0691262385756945,0.26955103287738147,0.35948443579766537,0.35948443579766537,False,,,0.4280155642023346,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
BDX,BDX,0.270530804379976,-0.5299718351280427,5.160594990229036e-20,0.1772904138662894,0.1772904138662894,False,,,0.5136186770428015,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05)
FAST,FAST,0.2676731413219017,0.539777226042892,7.786216468118365e-21,0.08872921825256463,0.08872921825256463,False,,,0.6964980544747081,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
FIX,FIX,0.5563647481821943,0.33984905212197986,2.2855734369977583e-08,0.23280420940926783,0.23280420940926783,False,,,0.6342412451361867,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
OXY,OXY,,,,,,,,,,,,,skipped_permanent_ineligible,ineligible_cached,NA,permanent ineligible cache: validation 단일 클래스(1)
TER,TER,0.06878825437824862,-0.6428646163243145,2.3076836632566795e-31,0.7300318358684117,0.7300318358684117,False,,,0.1245136186770428,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
IDXX,IDXX,0.6195877631490967,0.5435473882454076,3.7009457039965555e-21,0.5415369649805448,0.5415369649805448,False,,,0.23346303501945526,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,ensemble train_test_gap_abs > 0.25
VTR,VTR,0.33896985454434636,0.4051379682834132,1.427784456320803e-11,0.21578528475415637,0.21578528475415637,False,,,0.4046692607003891,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
AIG,AIG,,,,,,,,,,,,,skipped_permanent_ineligible,ineligible_cached,NA,permanent ineligible cache: validation 단일 클래스(1)
EL,EL,,,,,,,,,,,,,skipped_permanent_ineligible,ineligible_cached,NA,permanent ineligible cache: validation 단일 클래스(1)
MLM,MLM,0.41031564631392603,0.42705340580038004,8.150242738458159e-13,0.006256632472585788,0.006256632472585788,False,,,0.6926070038910506,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
KEYS,KEYS,0.36434640042438377,-0.20406100126685364,0.0010015635816032038,0.24605588963565617,0.24605588963565617,False,,,0.46303501945525294,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05)
KR,KR,0.3718931772427473,-0.25659583974300965,3.135290825597073e-05,0.4202246197382384,0.4202246197382384,False,,,0.3229571984435798,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
MCHP,MCHP,0.42152810229185766,0.47113098746880533,1.3237286119742402e-15,0.28497081712062255,0.28497081712062255,False,,,0.5525291828793775,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,ensemble train_test_gap_abs > 0.25
ODFL,ODFL,0.593222473733604,-0.35882852796127046,3.16439332860702e-09,0.4619959320834807,0.4619959320834807,False,,,0.36186770428015563,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
PEG,PEG,0.36709456052277856,0.29884173377974843,1.064077548161289e-06,0.07282012734347365,0.07282012734347365,False,,,0.6964980544747081,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
AMP,AMP,0.5715925601367612,-0.1570007804723554,0.011725692101798458,0.43045189246551113,0.43045189246551113,False,,,0.3229571984435798,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
NUE,NUE,0.5374812314166689,-0.11124417473531807,0.07504065729375863,0.3465024761230987,0.3465024761230987,False,,,0.43190661478599224,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
SYY,SYY,0.6576707374940027,0.37275402112930955,6.8126329124075e-10,0.21892465511142556,0.21892465511142556,False,,,0.5719844357976653,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
YUM,YUM,0.17520145296674042,-0.34150826282689345,1.9327942483159267e-08,0.3713300318358684,0.3713300318358684,False,,,0.42412451361867703,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
CBRE,CBRE,0.5408034806270411,-0.42550094448466197,1.005201980026674e-12,0.29949593208348074,0.29949593208348074,False,,,0.36186770428015563,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
NDAQ,NDAQ,0.5038357969847878,-0.7335542315175096,1.1508569900449785e-44,0.2959851432614079,0.2959851432614079,False,,,0.4085603112840467,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
DAL,DAL,0.2517661212493149,0.5077036297620124,3.034446108781827e-18,0.12309426954368585,0.12309426954368585,False,,,0.6575875486381323,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
COIN,COIN,0.7794764818230481,-0.05833818772056827,0.35161212216209325,0.32331851028349085,0.32331851028349085,False,,,0.45525291828793774,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
EW,EW,0.3335076634735694,-0.4462873834947063,5.5373874405408694e-14,0.45053059780686244,0.45053059780686244,False,,,0.4085603112840467,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
WAB,WAB,0.30599150742784764,0.40751543977920546,1.057040783748115e-11,0.11093915811814636,0.11093915811814636,False,,,0.6731517509727627,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
HSY,HSY,0.4960752488892414,-0.3443325264681929,1.4496620186365212e-08,0.31062079943402904,0.31062079943402904,False,,,0.4280155642023346,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
ROK,ROK,0.5998651363131908,0.22236180549271556,0.0003276046312326979,0.17832507958967103,0.17832507958967103,False,,,0.5603112840466926,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
CCL,CCL,0.2170382607025059,-0.1608062901547371,0.009817826186559943,0.21651485673859217,0.21651485673859217,False,,,0.5914396887159533,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05)
ROP,ROP,,,,,,,,,,,,,skipped_permanent_ineligible,ineligible_cached,NA,permanent ineligible cache: validation 단일 클래스(1)
UAL,UAL,0.38165838800002017,0.7568786195819383,5.187916939658328e-49,0.08094711708524938,0.08094711708524938,False,,,0.7042801556420234,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
EME,EME,0.740730112175203,0.7682011243326394,2.6520655194446882e-51,-0.034785107888220757,0.034785107888220757,False,,,0.8404669260700389,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
WDAY,WDAY,0.7146995968464596,-0.14998147792055014,0.016115394944692336,0.24416342412451364,0.24416342412451364,False,,,0.5058365758754864,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05)
KMB,KMB,0.28389219986080017,-0.0002389489638946701,0.996958495383312,0.10966572338167668,0.10966572338167668,False,,,0.6926070038910506,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05)
OTIS,OTIS,0.6322362668804626,-0.021502578952131025,0.7315444047277505,0.5972692240897804,0.5972692240897804,False,,,0.22178988326848248,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
PRU,PRU,0.4559570106834394,0.3684084019545742,1.1088834982689586e-09,0.32897506190307746,0.32897506190307746,False,,,0.4357976653696498,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,ensemble train_test_gap_abs > 0.25
KVUE,KVUE,,,,,,,,,,,,,skipped_permanent_ineligible,ineligible_cached,NA,permanent ineligible cache: scaler_zero_sample
A,A,0.4538615585773513,0.63340633766175,3.141749515305377e-30,0.21892465511142556,0.21892465511142556,False,,,0.5719844357976653,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
MTB,MTB,0.5728810724830284,0.33749985861008047,2.893039443314872e-08,0.24371683763707108,0.24371683763707108,False,,,0.5369649805447471,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
STT,STT,0.4785547541905975,-0.05288619242602478,0.3985083536429749,0.32842677750265303,0.32842677750265303,False,,,0.5136186770428015,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
ACGL,ACGL,0.4282937888999687,-0.3722803648991041,7.18668071786046e-10,0.32470374955783515,0.32470374955783515,False,,,0.3968871595330739,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
CPRT,CPRT,0.8003127220454301,0.4934571814767894,3.532099987133115e-17,0.40741510435090206,0.40741510435090206,False,,,0.3346303501945525,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,ensemble train_test_gap_abs > 0.25
WEC,WEC,0.6403082317141126,-0.06403478757578498,0.3064963336668042,0.29040944464096213,0.29040944464096213,False,,,0.490272373540856,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
AXON,AXON,0.7259617163241064,0.31959565310831595,1.636407520284044e-07,0.4777325787053413,0.4777325787053413,False,,,0.3540856031128405,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,ensemble train_test_gap_abs > 0.25
TPL,TPL,,,,,,,,,,,,,skipped_permanent_ineligible,ineligible_cached,NA,permanent ineligible cache: validation 단일 클래스(1)
TTWO,TTWO,0.5968296002220446,-0.031091643290199977,0.61980468194628,0.07657410682702515,0.07657410682702515,False,,,0.7120622568093385,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05)
HBAN,HBAN,0.5454203250323147,0.47335012102977103,9.34236978408776e-16,0.17230279448178276,0.17230279448178276,False,,,0.6731517509727627,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
IR,IR,0.7654400891660835,-0.5027818466654601,7.177552827471403e-18,0.5112707817474356,0.5112707817474356,False,,,0.3035019455252918,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
HIG,HIG,0.5895831424515592,0.8130471789883268,7.590319387698619e-62,-0.005067209055535926,0.005067209055535926,False,,,0.8482490272373541,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
RMD,RMD,0.3494516092033203,0.5927326995294543,9.019445982183908e-26,0.1094579059073223,0.1094579059073223,False,,,0.6575875486381323,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
PCG,PCG,0.4467061898080843,-0.24573143833137268,6.851389654942433e-05,0.28469225327201975,0.28469225327201975,False,,,0.46303501945525294,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
VMC,VMC,0.7949407389404144,0.37555566238349464,4.957240387091422e-10,0.17371330031835874,0.17371330031835874,False,,,0.6342412451361867,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
KDP,KDP,0.46741490321098667,0.4138666749615419,4.679284266921654e-12,0.438375486381323,0.438375486381323,False,,,0.42412451361867703,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,ensemble train_test_gap_abs > 0.25
MSCI,MSCI,0.33690584362967263,0.24449781128404666,7.470842884948819e-05,0.14785107888220728,0.14785107888220728,False,,,0.5953307392996109,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
EBAY,EBAY,0.37582009483105266,-0.0755354436250113,0.2275295627620776,0.3434338521400778,0.3434338521400778,False,,,0.31906614785992216,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
ED,ED,0.4788902689044319,-0.010730080988145868,0.8640801269810716,0.1848337460205165,0.1848337460205165,False,,,0.5719844357976653,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05)
DDOG,DDOG,0.6226724366525255,0.15024092842276715,0.015930580632749193,0.2221966749204103,0.2221966749204103,False,,,0.5914396887159533,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
LVS,LVS,0.3803793481967255,0.4280565672789792,7.113230786529655e-13,0.1875574814290768,0.1875574814290768,False,,,0.669260700389105,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
GEHC,GEHC,,,,,,,,,,,,,skipped_permanent_ineligible,ineligible_cached,NA,permanent ineligible cache: train 샘플 부족(10 < 30)
PYPL,PYPL,0.22222103538278495,0.1866983191566374,0.0026568890599452063,-0.1817872302794482,0.1817872302794482,False,,,0.8988326848249028,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
CCI,CCI,0.2513285639580076,0.6272883958465296,1.6217493177296195e-29,0.177984612663601,0.177984612663601,False,,,0.6731517509727627,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
LYV,LYV,0.48881361655727495,0.1635641005338883,0.008612480421118425,0.15515122037495577,0.15515122037495577,False,,,0.5914396887159533,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
EQT,EQT,0.28113615109753864,-0.37996420007239157,2.9873617510679177e-10,0.43124778917580475,0.43124778917580475,False,,,0.4357976653696498,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
NRG,NRG,0.545505779791724,0.4300282497059089,5.43663437734359e-13,0.0863503714184648,0.0863503714184648,False,,,0.6147859922178989,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
KHC,KHC,0.8588308921293697,-0.3097443104696407,4.051465112502354e-07,0.7589228864520693,0.7589228864520693,False,,,0.12062256809338522,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
CBOE,CBOE,0.3992529100393945,-0.15647127522396162,0.012015549494485779,0.27742748496639547,0.27742748496639547,False,,,0.49416342412451364,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
DTE,DTE,0.5457619241476928,-0.009395360148402858,0.8808528520300352,0.23252564556066502,0.23252564556066502,False,,,0.5447470817120622,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05)
ATO,ATO,0.5218030442420384,-0.6001061838295176,1.5630884476224473e-26,0.4296957905907322,0.4296957905907322,False,,,0.3657587548638132,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
ROL,ROL,0.6602724569082242,-0.15764056985793137,0.011383703137624525,0.1801512203749558,0.1801512203749558,False,,,0.5914396887159533,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05)
HAL,HAL,,,,,,,,,,,,,skipped_permanent_ineligible,ineligible_cached,NA,permanent ineligible cache: validation 단일 클래스(1)
CHTR,CHTR,0.3011752799089593,-0.08321786489910414,0.18355503919982233,0.3284931022285108,0.3284931022285108,False,,,0.4396887159533074,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
FE,FE,0.538159917753756,0.28620925142521036,3.1035212425149674e-06,0.36176158471878317,0.36176158471878317,False,,,0.556420233463035,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,ensemble train_test_gap_abs > 0.25
JBL,JBL,0.47025067416504746,0.39591015518957556,4.484960072928892e-11,0.11190307746727979,0.11190307746727979,False,,,0.6653696498054474,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
LEN,LEN,0.7749727704924709,0.34223430006334266,1.7955239932215723e-08,0.6155376724442873,0.6155376724442873,False,,,0.2140077821011673,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,ensemble train_test_gap_abs > 0.25
WTW,WTW,0.5907788997020595,-0.06771728802823272,0.2794566686425422,0.3875486381322958,0.3875486381322958,False,,,0.41245136186770426,2025-01-02,2026-01-12,257.0,success,refresh_required,LOW,신뢰도 낮음(IC<=0 또는 p>=0.05) | ensemble train_test_gap_abs > 0.25
HPE,HPE,0.4541467622966734,0.7468738688806442,4.339902758510369e-47,0.009568447117085266,0.009568447117085266,False,,,0.867704280155642,2025-01-02,2026-01-12,257.0,success,refresh_required,OK,
